tech_id,text,tech_name,top_tech_id,dataset,clean,sanitized
T1106,This UAC bypass starts by executing wusa.exe using ShellExecuteExw and gets its access token using NtOpenProcessToken. Then the access token of wusa.exe is duplicated using NtDuplicatetoken.,Native API,T1106,manual,This UAC bypass starts by executing file using ShellExecuteExw and gets its access token using NtOpenProcessToken. Then the access token of file is duplicated using NtDuplicatetoken.,True
T1106,The duplicated token is then passed to ImpersonateLoggedOnUser and then a cmd instance is spawned using CreateProcessWithLogomW. ,Native API,T1106,manual,The duplicated token is then passed to ImpersonateLoggedOnUser and then a cmd instance is spawned using CreateProcessWithLogomW. ,False
T1106,Uses NtQueryInformationProcess to Open a handle to the debug object by passing the handle of the created process to it. Then detaches the debugger from the process using NtRemoveProcessDebug and terminates this created process using TerminateProcess,Native API,T1106,manual,Uses NtQueryInformationProcess to Open a handle to the debug object by passing the handle of the created process to it. Then detaches the debugger from the process using NtRemoveProcessDebug and terminates this created process using TerminateProcess,False
T1106,"To achieve this, the actor has used Parent PID Spoofing technique to spawn a new cmd process using CreateProcessW and handle of Taskmgr.exe which is an auto elevated process is assigned as its parent process using UpdateProcThreadAttribute.",Native API,T1106,manual,"To achieve this, the actor has used Parent PID Spoofing technique to spawn a new cmd process using CreateProcessW and handle of file which is an auto elevated process is assigned as its parent process using UpdateProcThreadAttribute.",True
T1106,The Dridex loader utilizes the OutputDebugStringW function to make malware analysis more difficult.,Native API,T1106,manual,The Dridex loader utilizes the OutputDebugStringW function to make malware analysis more difficult.,False
T1106,"Code snapshot showing how the AutoIt’s FileInstall command is used to bundle an AutoIt script with any file then load the file during the script’s execution

",Native API,T1106,manual,"Code snapshot showing how the AutoIt’s FileInstall command is used to bundle an AutoIt script with any file then load the file during the script’s execution

",False
T1106,"On execution, the observed sample (MD5: 13794d1d8e87c69119237256ef068043) tries to create a child process named svchost.exe (using the svchost.exe file from the System32 folder) using the CreateProcessW API function in suspended mode.",Native API,T1106,manual,"On execution, the observed sample (MD5: hash) tries to create a child process named file (using the file file from the System32 folder) using the CreateProcessW API function in suspended mode.",True
T1106,The malware then resolves three lower level API functions by walking the ntdll.dll module.,Native API,T1106,manual,The malware then resolves three lower level API functions by walking the file module.,True
T1106,"hough many of the malware binaries (or their packers) use some variation of GetThreadContext/SetThreadContext or CreateRemoteThread Windows API functions to change the entry point of the remote process during injection, this sample (and the related cluster) is using a relatively lesser-known stealth technique. ",Native API,T1106,manual,"hough many of the malware binaries (or their packers) use some variation of GetThreadContext/SetThreadContext or CreateRemoteThread Windows API functions to change the entry point of the remote process during injection, this sample (and the related cluster) is using a relatively lesser-known stealth technique. ",False
T1106,"DllMain of the dropped payload determines if the string WORD.EXE is present in the sample’s command line. If the string is not present, the malware exits. If the string is present, the malware executes the command RunDll32.exe < C:\Users\ADMINI~1\AppData\Roaming\Microsoft\Word\STARTUP\hh14980443.wll, DllEntry> using the WinExec() function.",Native API,T1106,manual,"DllMain of the dropped payload determines if the string WORD.EXE is present in the sample’s command line. If the string is not present, the malware exits. If the string is present, the malware executes the command file < path, DllEntry> using the WinExec() function.",True
T1106,The malware uses the NtQueryInformationProcess API to detect if it is being debugged. The following flags are used.,Native API,T1106,manual,The malware uses the NtQueryInformationProcess API to detect if it is being debugged. The following flags are used.,False
T1106,execute a process (CreateProcess),Native API,T1106,manual,execute a process (CreateProcess),False
T1106,"Searching for a sandbox environment, the malware tests the module file name to see if it is less than 5 characters long or if it contains any of the four strings ‘klavme’, ‘myapp’, ‘TESTAPP’ or ‘afyjevmv.exe’. ",Native API,T1106,manual,"Searching for a sandbox environment, the malware tests the module file name to see if it is less than 5 characters long or if it contains any of the four strings ‘klavme’, ‘myapp’, ‘TESTAPP’ or ‘file’. ",True
T1106,Run an application (CreateProcessW) or script/file (ShellExecuteW),Native API,T1106,manual,Run an application (CreateProcessW) or script/file (ShellExecuteW),False
T1106,When the RDFSNIFFER module is loaded by BOOSTWRITE it hooks several Win32 API functions intended to enable it to tamper with NCR Aloha Command Center Client sessions or hijack elements of its user-interface,Native API,T1106,manual,When the RDFSNIFFER module is loaded by BOOSTWRITE it hooks several Win32 API functions intended to enable it to tamper with NCR Aloha Command Center Client sessions or hijack elements of its user-interface,False
T1106,RDFSNIFFER hooks several Win32 API functions intended to enable it to tamper with NCR Aloha Command Center Client sessions or hijack elements of its user-interface,Native API,T1106,manual,RDFSNIFFER hooks several Win32 API functions intended to enable it to tamper with NCR Aloha Command Center Client sessions or hijack elements of its user-interface,False
T1106,The sample performs dynamic DLL importing and API lookups using LoadLibrary and GetProcAddress on obfuscated strings in an attempt to hide it’s usage of network functions.,Native API,T1106,manual,The sample performs dynamic DLL importing and API lookups using LoadLibrary and GetProcAddress on obfuscated strings in an attempt to hide it’s usage of network functions.,False
T1106,Execute applications via ShellExecute API,Native API,T1106,manual,Execute applications via ShellExecute API,False
T1106,Attor’s dispatcher uses CreateProcessW API for execution.,Native API,T1106,manual,Attor’s dispatcher uses CreateProcessW API for execution.,False
T1106,"This operation is performed through the Windows API functions available for registering, updating and starting of services",Native API,T1106,manual,"This operation is performed through the Windows API functions available for registering, updating and starting of services",False
T1106,"ShimRat will create a new service under Windows using the information from the installation configuration shown in paragraph 7.1.1 above. This operation is performed through
the Windows API functions available for registering, updating and starting of services.",Native API,T1106,manual,"ShimRat will create a new service under Windows using the information from the installation configuration shown in paragraph 7.1.1 above. This operation is performed through
the Windows API functions available for registering, updating and starting of services.",False
T1106,The second section is titled Network-INFO and contains a list of all the TCP and UDP endpoints (similar to the output of the Netstat command) by formatting the output of the GetExtendedUdpTable and GetExtendedUdpTable Windows API functions.,Native API,T1106,manual,The second section is titled Network-INFO and contains a list of all the TCP and UDP endpoints (similar to the output of the Netstat command) by formatting the output of the GetExtendedUdpTable and GetExtendedUdpTable Windows API functions.,False
T1106,"ShimRatReporter communicates over HTTP with a preconfigured C2 server. The generated report is first compressed using lz compression applied with the RtlCompressBuffer
Windows API function. ",Native API,T1106,manual,"ShimRatReporter communicates over HTTP with a preconfigured C2 server. The generated report is first compressed using lz compression applied with the RtlCompressBuffer
Windows API function. ",False
T1106,The folder path is created by calling GetWindowsDirectoryW and then inserting a null byte at the fourth character of the path. ,Native API,T1106,manual,The folder path is created by calling GetWindowsDirectoryW and then inserting a null byte at the fourth character of the path. ,False
T1106,The dropper checks whether the host is 32-bit or 64-bit by calling IsWow64Process and writes one of two embedded payload executables corresponding to the host’s architecture. ,Native API,T1106,manual,The dropper checks whether the host is 32-bit or 64-bit by calling IsWow64Process and writes one of two embedded payload executables corresponding to the host’s architecture. ,False
T1106,The newly written executable is then run by calling ShellExecuteW.,Native API,T1106,manual,The newly written executable is then run by calling ShellExecuteW.,False
T1106,"Ryuk uses a combination of VirtualAlloc, WriteProcessMemory and CreateRemoteThread to inject itself into the remote process.",Native API,T1106,manual,"Ryuk uses a combination of VirtualAlloc, WriteProcessMemory and CreateRemoteThread to inject itself into the remote process.",False
T1106,"Write the following 12-byte structure containing addresses of kernel32: LoadLibrary, kernel32.sleep, and DLL string.",Native API,T1106,manual,"Write the following 12-byte structure containing addresses of kernel32: LoadLibrary, kernel32.sleep, and DLL string.",False
T1106,Execute this shellcode in Notepad.exe using `CreateRemoteThread` and pass the pointer to the 12-byte structure shown above.,Native API,T1106,manual,Execute this shellcode in file using `CreateRemoteThread` and pass the pointer to the 12-byte structure shown above.,True
T1106,"It resolves the Libraries and APIs using
LoadLibraryA(), GetProcAddress()",Native API,T1106,manual,"It resolves the Libraries and APIs using
LoadLibraryA(), GetProcAddress()",False
T1106,A big use of the PEB field “IsDebuggerPresent”. This field is a Boolean field that is filled from Windows with 1 (True) if the application is running inside of a debugger or 0 (False) if it is not.,Native API,T1106,manual,A big use of the PEB field “IsDebuggerPresent”. This field is a Boolean field that is filled from Windows with 1 (True) if the application is running inside of a debugger or 0 (False) if it is not.,False
T1106,"The malware will kill the process with the function “TerminateProcess” that it gets from the EAT (Export Address Table) of the module “kernel32.dll” to increase obfuscation, comparing the name with a custom hash taken from the name in high caps.",Native API,T1106,manual,"The malware will kill the process with the function “TerminateProcess” that it gets from the EAT (Export Address Table) of the module “file” to increase obfuscation, comparing the name with a custom hash taken from the name in high caps.",True
T1106,"The malware calls Windows functions in a unique way to aid obfuscation, i.e. getting the first process in the system to use the function “Process32FirstW”. ",Native API,T1106,manual,"The malware calls Windows functions in a unique way to aid obfuscation, i.e. getting the first process in the system to use the function “Process32FirstW”. ",False
T1106,"Another ploy utilized by the malware (depending of the sample) is to get the function “DbgUIRemoteBreakin”, using the function “GetProcAddress”, before employing a trick to avoid having a debugger attach to it in runtime",Native API,T1106,manual,"Another ploy utilized by the malware (depending of the sample) is to get the function “DbgUIRemoteBreakin”, using the function “GetProcAddress”, before employing a trick to avoid having a debugger attach to it in runtime",False
T1106,This dictionary is used in attack against local accounts retrieved by function NetUserEnum.,Native API,T1106,manual,This dictionary is used in attack against local accounts retrieved by function NetUserEnum.,False
T1106,Calling the API SetClipboardData() to overwrite the bitcoin wallet address,Native API,T1106,manual,Calling the API SetClipboardData() to overwrite the bitcoin wallet address,False
T1106,It then calls the API EnumWindows() function to enumerate all windows from the victim’s system. Its EnumFunc() callback function collects all windows titles and then adds a 14H long random string prefix.,Native API,T1106,manual,It then calls the API EnumWindows() function to enumerate all windows from the victim’s system. Its EnumFunc() callback function collects all windows titles and then adds a 14H long random string prefix.,False
T1106,Launch files using ShellExecute,Native API,T1106,manual,Launch files using ShellExecute,False
T1106,"To successfully perform reflective injection, it first locates the API addresses of the functions it needs from kernell32.dll",Native API,T1106,manual,"To successfully perform reflective injection, it first locates the API addresses of the functions it needs from file",True
T1106,"Ramsay implements a decentralized way of storing these artifacts among the victim’s file system by using inline hooks applied on two Windows API functions, WriteFile and CloseHandle.
The hooked WriteFile procedure’s main purpose is to save the file handle of the subject file to write and install another hook in the CloseHandle API function. The CloseHandle hooked procedure will then check whether the subject file name has a .doc extension; if that’s the case, it will then append at the end of the subject document the Ramsay container artifact followed by a stream of 1024 bytes denoting a Microsoft Word document footer.",Native API,T1106,manual,"Ramsay implements a decentralized way of storing these artifacts among the victim’s file system by using inline hooks applied on two Windows API functions, WriteFile and CloseHandle.
The hooked WriteFile procedure’s main purpose is to save the file handle of the subject file to write and install another hook in the CloseHandle API function. The CloseHandle hooked procedure will then check whether the subject file name has a .doc extension; if that’s the case, it will then append at the end of the subject document the Ramsay container artifact followed by a stream of 1024 bytes denoting a Microsoft Word document footer.",False
T1106,Ramsay’s embedded components are executed via CreateProcessA and ShellExecute .,Native API,T1106,manual,Ramsay’s embedded components are executed via CreateProcessA and ShellExecute .,False
T1106,"Further, by adding or using the CreatePipe application program interface (API), BBK can add a sub-process for execution via cmd.exe.",Native API,T1106,manual,"Further, by adding or using the CreatePipe application program interface (API), BBK can add a sub-process for execution via file.",True
T1106,"After which, the trojan will use the same function to detect if the infected machine is running an antivirus process, and will use WINEXEC API to execute the extracted malware.",Native API,T1106,manual,"After which, the trojan will use the same function to detect if the infected machine is running an antivirus process, and will use WINEXEC API to execute the extracted malware.",False
T1106,"If the content-type field has a value of xDvsds, the Trojan will attempt to execute the following file using ShellExecuteA and the ""open"" method:",Native API,T1106,manual,"If the content-type field has a value of xDvsds, the Trojan will attempt to execute the following file using ShellExecuteA and the ""open"" method:",False
T1106,The C2 channel uses HTTPS thanks to the INTERNET_FLAG_SECURE flag used when calling the HttpOpenRequestA function. The beacon HTTP request will look like the following:,Native API,T1106,manual,The C2 channel uses HTTPS thanks to the INTERNET_FLAG_SECURE flag used when calling the HttpOpenRequestA function. The beacon HTTP request will look like the following:,False
T1106,"The purpose of the shellcode is to dynamically resolve the imports as well as to fix the
destroyed PE sections on the fly. The first step is to resolve kernel32.dll in order to import
GetProcAddress() and LoadLibrary() and through them dynamically resolve the rest of the
imported APIs",Native API,T1106,manual,"The purpose of the shellcode is to dynamically resolve the imports as well as to fix the
destroyed PE sections on the fly. The first step is to resolve file in order to import
GetProcAddress() and LoadLibrary() and through them dynamically resolve the rest of the
imported APIs",True
T1106,"It calls the following series of API calls to inject itself on the remote process before it exits:

ZwWriteVirtualMemory, ZwProtectVirtualMemory, ZwQueueApcThread, NtResumeThread.",Native API,T1106,manual,"It calls the following series of API calls to inject itself on the remote process before it exits:

ZwWriteVirtualMemory, ZwProtectVirtualMemory, ZwQueueApcThread, NtResumeThread.",False
T1106,Hiding files and directories by hooking the NtQueryDirectoryFile function is a common technique used by malware in order to hide their presence on disk.,Native API,T1106,manual,Hiding files and directories by hooking the NtQueryDirectoryFile function is a common technique used by malware in order to hide their presence on disk.,False
T1106,WinExec() API call is also attempted for each file downloaded. The packages downloaded are stored in the temp directory,Native API,T1106,manual,WinExec() API call is also attempted for each file downloaded. The packages downloaded are stored in the temp directory,False
T1106,"This string is run using WinExec() API which
includes command-line arguments.",Native API,T1106,manual,"This string is run using WinExec() API which
includes command-line arguments.",False
T1106,"The malware calls User32.dll's GetKeyboardLayoutList function, inspects the keyboard identifier, and returns true if the result ends in a value between \x18 thru \x44 inclusive.",Native API,T1106,manual,"The malware calls file's GetKeyboardLayoutList function, inspects the keyboard identifier, and returns true if the result ends in a value between \x18 thru \x44 inclusive.",True
T1106," If it identifies a match, REvil attempts to terminate the running process using the kernel32.dll TerminateProcess function.",Native API,T1106,manual," If it identifies a match, REvil attempts to terminate the running process using the file TerminateProcess function.",True
T1106,"Once written to disk, the RARSFX is executed with CreateProcess by providing the decryption password in an argument",Native API,T1106,manual,"Once written to disk, the RARSFX is executed with CreateProcess by providing the decryption password in an argument",False
T1106,"Once extracted, setup.exe is executed without arguments. Its sole purpose is to load setup.dll using LoadLibraryA. ",Native API,T1106,manual,"Once extracted, file is executed without arguments. Its sole purpose is to load file using LoadLibraryA. ",True
T1106,"It calls ShellExecuteW with open and http://localhost: as argument. This will open the default
browser on the URL localhost.",Native API,T1106,manual,"It calls ShellExecuteW with open and http://localhost: as argument. This will open the default
browser on the URL localhost.",False
T1106,it uses the API OpenProcess() using the PROCESS_VM_READ and PROCESS_QUERY_INFORMATION flags to obtain a handle then reads the memory’s content via ReadProcessMemory() API two chunks at a time.,Native API,T1106,manual,it uses the API OpenProcess() using the PROCESS_VM_READ and PROCESS_QUERY_INFORMATION flags to obtain a handle then reads the memory’s content via ReadProcessMemory() API two chunks at a time.,False
T1106,"They use CreateProcess or LoadLibrary Windows APIs
to execute binaries.",Native API,T1106,manual,"They use CreateProcess or LoadLibrary Windows APIs
to execute binaries.",False
T1106,Grandoreiro is executed either by WinExec or WScript.Shell.Exec API.,Native API,T1106,manual,Grandoreiro is executed either by WinExec or WScript.Shell.Exec API.,False
T1106,"As seen in the image below, the loader uses VirtualAllocExNuma to allocate new memory and store the returned base address.",Native API,T1106,manual,"As seen in the image below, the loader uses VirtualAllocExNuma to allocate new memory and store the returned base address.",False
T1106,"Copied to the previously allocated memory, this code deobfuscates several essential API calls at runtime, such as LoadLibraryA, GetProcAddress, VirtualAlloc and VirtualProtect, all of which will be used to resolve APIs and allocate memory to run the additional PE.",Native API,T1106,manual,"Copied to the previously allocated memory, this code deobfuscates several essential API calls at runtime, such as LoadLibraryA, GetProcAddress, VirtualAlloc and VirtualProtect, all of which will be used to resolve APIs and allocate memory to run the additional PE.",False
T1106,"To detect incoming connections from the controller, the HyperStack implant uses the Windows API call ‘ConnectNamedPipe’. ",Native API,T1106,manual,"To detect incoming connections from the controller, the HyperStack implant uses the Windows API call ‘ConnectNamedPipe’. ",False
T1106,The implant can then use the WNetAddConnection2 API call to connect to another remote device's IPC$ share.,Native API,T1106,manual,The implant can then use the WNetAddConnection2 API call to connect to another remote device's IPC$ share.,False
T1106,The payload also employs anti-debugging and evasion techniques by using windows APIs to make the research and detection of the malware difficult,Native API,T1106,manual,The payload also employs anti-debugging and evasion techniques by using windows APIs to make the research and detection of the malware difficult,False
T1106,"When we step over 602F54, we see that it returns the API call TerminateProcess. Then, we’ll take a jump to 6027A0.",Native API,T1106,manual,"When we step over 602F54, we see that it returns the API call TerminateProcess. Then, we’ll take a jump to 6027A0.",False
T1106,"Now, this register holds the API call EnumWindows (Enumerates all top-level windows on the screen).",Native API,T1106,manual,"Now, this register holds the API call EnumWindows (Enumerates all top-level windows on the screen).",False
T1106,"As we continue with the normal execution of the shellcode, we see more instances of the function 602F54, one of these instances resolves the function ZwProtectVirtualMemory (the kernel equivalent of VirtualProtect).",Native API,T1106,manual,"As we continue with the normal execution of the shellcode, we see more instances of the function 602F54, one of these instances resolves the function ZwProtectVirtualMemory (the kernel equivalent of VirtualProtect).",False
T1106,The first API call that is interesting for us is CreateProcessInternalW (which is the kernel equivalent to CreateProcessA).,Native API,T1106,manual,The first API call that is interesting for us is CreateProcessInternalW (which is the kernel equivalent to CreateProcessA).,False
T1106,"After the first shellcode creates the RegAsm process and injects a second shellcode into it, it will execute the API call NtResumeThread to activate the second shellcode within the RegAsm memory.",Native API,T1106,manual,"After the first shellcode creates the RegAsm process and injects a second shellcode into it, it will execute the API call NtResumeThread to activate the second shellcode within the RegAsm memory.",False
T1106,This line will execute the API call NtWriteVirtualMemory (which is the kernel equivalent to WriteProcessMemory).,Native API,T1106,manual,This line will execute the API call NtWriteVirtualMemory (which is the kernel equivalent to WriteProcessMemory).,False
T1106,"The backdoored source is written to the same filename, but with a .tmp extension (e.g., InventoryManager.tmp), before being moved using MoveFileEx to the original filename (InventoryManager.cs).",Native API,T1106,manual,"The backdoored source is written to the same filename, but with a .tmp extension (e.g., InventoryManager.tmp), before being moved using MoveFileEx to the original filename (InventoryManager.cs).",False
T1106,"A call to NtQueryInformationProcess allows the adversary to obtain a pointer to the remote process’s Process Environment Block (PEB), which contains a pointer to a _RTL_USER_PROCESS_PARAMETERS structure.",Native API,T1106,manual,"A call to NtQueryInformationProcess allows the adversary to obtain a pointer to the remote process’s Process Environment Block (PEB), which contains a pointer to a _RTL_USER_PROCESS_PARAMETERS structure.",False
T1106,OpenClipboard wrapper,Native API,T1106,manual,OpenClipboard wrapper,False
T1106,"BitPaymer uses the API RegEnumKeyW  to iterate through all the registry keys, comparing their hash value until the correct key has been located.",Native API,T1106,manual,"BitPaymer uses the API RegEnumKeyW  to iterate through all the registry keys, comparing their hash value until the correct key has been located.",False
T1106,"With this address, the shellcode loads its dependency modules and resolves any necessary Windows Application Programming Interface (API) calls using standard shellcode API hashing",Native API,T1106,manual,"With this address, the shellcode loads its dependency modules and resolves any necessary Windows Application Programming Interface (API) calls using standard shellcode API hashing",False
T1106,The APIs for interacting with the resources are dynamically resolved using GetProcAddress:,Native API,T1106,manual,The APIs for interacting with the resources are dynamically resolved using GetProcAddress:,False
T1106,The most notable use for this obfuscation is to hide the various Windows API calls used by the malware. It is common for some malware to lookup these API calls during execution,Native API,T1106,manual,The most notable use for this obfuscation is to hide the various Windows API calls used by the malware. It is common for some malware to lookup these API calls during execution,False
T1106,"All MegaCortex versions adjust token privileges and enable SeDebugPrivilege. Using this privilege with any user would allow the caller full access to the process, including the ability to call TerminateProcess(), CreateRemoteThread() and other potentially dangerous Win32 APIs on the target process.",Native API,T1106,manual,"All MegaCortex versions adjust token privileges and enable SeDebugPrivilege. Using this privilege with any user would allow the caller full access to the process, including the ability to call TerminateProcess(), CreateRemoteThread() and other potentially dangerous Win32 APIs on the target process.",False
T1106,"It hooks two different APIs, namely ""ZwOpenProcess"" and ""GetExtendedTcpTable"", to hide its specific processes. The payload only modifies the functions in the memory of the security product process, hence the original system DLL files remain unchanged.",Native API,T1106,manual,"It hooks two different APIs, namely ""ZwOpenProcess"" and ""GetExtendedTcpTable"", to hide its specific processes. The payload only modifies the functions in the memory of the security product process, hence the original system DLL files remain unchanged.",False
T1106,"The purpose of hooking “ZwOpenProcess” is to protect the specific process from being accessed by the security product. Whenever “ZwOpenProcess” is called, the injected code will first check if the opened process hits any PIDs in the protected process ID list. ",Native API,T1106,manual,"The purpose of hooking “ZwOpenProcess” is to protect the specific process from being accessed by the security product. Whenever “ZwOpenProcess” is called, the injected code will first check if the opened process hits any PIDs in the protected process ID list. ",False
T1106,"“GetExtendedTcpTable” is used for retrieving a table that contains a list of TCP endpoints available to the application, and it is frequently used in some network-related commands, such as netstat. The purpose of the hook is to remove TCP endpoint records of certain PIDs. ",Native API,T1106,manual,"“GetExtendedTcpTable” is used for retrieving a table that contains a list of TCP endpoints available to the application, and it is frequently used in some network-related commands, such as netstat. The purpose of the hook is to remove TCP endpoint records of certain PIDs. ",False
T1106,"In order to achieve that, it modifies two functions: “GetExtendedTcpTable” and “GetRTTAndHopCount.” The second function, “GetRTTAndHopCount,” acts as the place to put the injected hooking code.",Native API,T1106,manual,"In order to achieve that, it modifies two functions: “GetExtendedTcpTable” and “GetRTTAndHopCount.” The second function, “GetRTTAndHopCount,” acts as the place to put the injected hooking code.",False
T1106,"Another function, extended_check_modification, invokes the kevent API to detect modifications of the watched file.",Native API,T1106,manual,"Another function, extended_check_modification, invokes the kevent API to detect modifications of the watched file.",False
T1106,"This function creates an event tap (via the CGEventTapCreate API), add it to the current runloop, then invokes the CGEventTapEnable to activate the event tap.",Native API,T1106,manual,"This function creates an event tap (via the CGEventTapCreate API), add it to the current runloop, then invokes the CGEventTapEnable to activate the event tap.",False
T1106,"In order to gather information about the infected host, it invokes a function named: ei_get_host_info …which in turn invokes various macOS APIs such as getlogin and gethostname.",Native API,T1106,manual,"In order to gather information about the infected host, it invokes a function named: ei_get_host_info …which in turn invokes various macOS APIs such as getlogin and gethostname.",False
T1106,"Interestingly it attempts to first execute the payload directly from memory! Specifically it invokes a function named ei_run_memory_hrd which invokes the Apple NSCreateObjectFileImageFromMemory, NSLinkModule, NSLookupSymbolInModule, and NSAddressOfSymbol APIs to load and link the in-memory payload.",Native API,T1106,manual,"Interestingly it attempts to first execute the payload directly from memory! Specifically it invokes a function named ei_run_memory_hrd which invokes the Apple NSCreateObjectFileImageFromMemory, NSLinkModule, NSLookupSymbolInModule, and NSAddressOfSymbol APIs to load and link the in-memory payload.",False
T1106,"Stuxnet communicates between different components via global mutexes. Stuxnet tries to create such a global
mutex but first it will use SetSecurityDescriptorDacl for computers running Windows XP and also the SetSecurityDescriptorSacl API for computers running Windows Vista or later to reduce the integrity levels of objects, and
thus ensure no write actions are denied.
",Native API,T1106,manual,"Stuxnet communicates between different components via global mutexes. Stuxnet tries to create such a global
mutex but first it will use SetSecurityDescriptorDacl for computers running Windows XP and also the SetSecurityDescriptorSacl API for computers running Windows Vista or later to reduce the integrity levels of objects, and
thus ensure no write actions are denied.
",False
T1106,Keys are generated using CryptGenRandom and then protected by a hardcoded RSA 2048 public key.,Native API,T1106,manual,Keys are generated using CryptGenRandom and then protected by a hardcoded RSA 2048 public key.,False
T1106,"The backdoor starts by collecting basic information about the victim’s machine and calculating a 4-byte long victim identifier, based on the user-name, computer-name and the domain name of the target environment. This identifier will be used in the follow-up C&C communication.",Native API,T1106,manual,"The backdoor starts by collecting basic information about the victim’s machine and calculating a 4-byte long victim identifier, based on the user-name, computer-name and the domain name of the target environment. This identifier will be used in the follow-up C&C communication.",False
T1106,"For executing this task, it uses the typical API functions of the module “MPR.DLL”: WNetOpenEnumW WNetEnumResourceW WNetCloseEnum",Native API,T1106,manual,"For executing this task, it uses the typical API functions of the module “MPR.DLL”: WNetOpenEnumW WNetEnumResourceW WNetCloseEnum",False
T1106,The Cl0p ransomware is initially packed and compressed. It unpacks a shellcode to resolve several APIs such as GetProcAddress and VirtualAlloc:,Native API,T1106,manual,The Cl0p ransomware is initially packed and compressed. It unpacks a shellcode to resolve several APIs such as GetProcAddress and VirtualAlloc:,False
T1106,"The shellcode copies the encrypted payload into another buffer allocated by calling the VirtualAlloc API, and then decrypts this with an XOR based algorithm in a similar way to that described above. ",Native API,T1106,manual,"The shellcode copies the encrypted payload into another buffer allocated by calling the VirtualAlloc API, and then decrypts this with an XOR based algorithm in a similar way to that described above. ",False
T1106,"Allocate memory (call VirtualAlloc), size in operand 2, pointer returned in operand 1 (register)",Native API,T1106,manual,"Allocate memory (call VirtualAlloc), size in operand 2, pointer returned in operand 1 (register)",False
T1106,"Free memory (VirtualFree), pointer in operand 1 (register)",Native API,T1106,manual,"Free memory (VirtualFree), pointer in operand 1 (register)",False
T1106,"Call LoadLibraryA, pointer to library name in operand 2 (register), handle to loaded library in operand 1 (register)",Native API,T1106,manual,"Call LoadLibraryA, pointer to library name in operand 2 (register), handle to loaded library in operand 1 (register)",False
T1106,"Call GetProcAddress, pointer to DLL handle in operand 1, pointer to process name in operand 2, API address returned in operand 3 (all operands are registers)",Native API,T1106,manual,"Call GetProcAddress, pointer to DLL handle in operand 1, pointer to process name in operand 2, API address returned in operand 3 (all operands are registers)",False
T1106,"
Call ExitProcess(0)",Native API,T1106,manual,"
Call ExitProcess(0)",False
T1106,Create backup of itself (with .old extension) and spawn new instance via CreateProcessW ,Native API,T1106,manual,Create backup of itself (with .old extension) and spawn new instance via CreateProcessW ,False
T1106,Respawn using ShellExecuteW ,Native API,T1106,manual,Respawn using ShellExecuteW ,False
T1106,Most of the important API calls resolve dynamically during the run time using “string_decryptor” function. (288 API calls have been resolved dynamically.),Native API,T1106,manual,Most of the important API calls resolve dynamically during the run time using “string_decryptor” function. (288 API calls have been resolved dynamically.),False
T1106,"This module takes screenshots by calling the following sequence of API calls and writes them to files: GetDesktopWindow, GetDC, CreateCompstibleDC, CreateCompatibleBitmap, Bitblt and GetDIBits and then writes them into a file using CreateFileW and WriteFile.",Native API,T1106,manual,"This module takes screenshots by calling the following sequence of API calls and writes them to files: GetDesktopWindow, GetDC, CreateCompstibleDC, CreateCompatibleBitmap, Bitblt and GetDIBits and then writes them into a file using CreateFileW and WriteFile.",False
T1106,"For example, instead of calling CreateFile, Siloscape calls NtCreateFile. Instead of calling NtCreateFile directly, Siloscape calls it dynamically, meaning it searches for the function name in ntdll.dll at runtime and jumps to its address.",Native API,T1106,manual,"For example, instead of calling CreateFile, Siloscape calls NtCreateFile. Instead of calling NtCreateFile directly, Siloscape calls it dynamically, meaning it searches for the function name in file at runtime and jumps to its address.",True
T1106,"The switch “/net” will get the ARP table using the function GetIpNetTable
and search the machine’s network shares with the function NetShareEnum.",Native API,T1106,manual,"The switch “/net” will get the ARP table using the function GetIpNetTable
and search the machine’s network shares with the function NetShareEnum.",False
T1106,"It uses ReadDirectoryChangeW for folder monitoring, where the target folders are all fixed and remote drives.",Native API,T1106,manual,"It uses ReadDirectoryChangeW for folder monitoring, where the target folders are all fixed and remote drives.",False
T1106,Executing a process using CreateProcess or through a CMD shell,Native API,T1106,manual,Executing a process using CreateProcess or through a CMD shell,False
T1106,The module begins by getting a handle to the chaes1.bin file with read permissions using the CreateFileW function. It then retrieves the size of the file and allocates new memory accordingly:,Native API,T1106,manual,The module begins by getting a handle to the chaes1.bin file with read permissions using the CreateFileW function. It then retrieves the size of the file and allocates new memory accordingly:,False
T1106,"Obtains the address of GetProcAddress with GetProcAddress(h_kernel32, ProcName) and stores it in the variable
addr_GetProcAddress.",Native API,T1106,manual,"Obtains the address of GetProcAddress with GetProcAddress(h_kernel32, ProcName) and stores it in the variable
addr_GetProcAddress.",False
T1106,"This command obtains the payload by making a request to the
URI (received as the command argument), drops it into the current
directory and executes through a ShellExecuteW call.",Native API,T1106,manual,"This command obtains the payload by making a request to the
URI (received as the command argument), drops it into the current
directory and executes through a ShellExecuteW call.",False
T1106,This shellcode create a second shellcode after a VirtualAlloc and VirtualProtect to change rights of the memory page,Native API,T1106,manual,This shellcode create a second shellcode after a VirtualAlloc and VirtualProtect to change rights of the memory page,False
