tech_id,text,tech_name,top_tech_id,dataset,ioc,ioc_value
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,360doctor.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,QBIDPService.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,wxServer.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,httpd.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,fdlauncher.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,MsDtSrvr.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,tomcat6.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,java.exe
T1489,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Service Stop,T1489,manual,file,wdswfsafe.exe
T1489,"The batch file kill.bat contains commands for stopping services, disabling services and killing processes.",Service Stop,T1489,manual,file,kill.bat
T1485,"The malware injects shellcode into notepad.exe and it overwrites and deletes files, modifies registry keys, deletes services, and clears Windows event logs.",Data Destruction,T1485,manual,file,notepad.exe
T1485,"If the system is not a domain controller, the wiper will destroy files on ""C:\Users,"" followed by wiping of all files in the next drive letter until it reaches the ""Z"" drive.",Data Destruction,T1485,manual,path,C:\Users
T1485,By leveraging cmd.exe from the host the malware first deletes all possible shadow copies on the system using vssadmin:,Data Destruction,T1485,manual,file,cmd.exe
T1485,"At first, this command runs vssadmin.exe to delete all volume shadow copies on the system to prevent recovery",Data Destruction,T1485,manual,file,vssadmin.exe
T1485,"At the time of writing, there are two known samples identified as WhisperGate: Stage1.exe and Stage2.exe. Stage1.exe purports to be ransomware, as it overwrites the target’s master boot record with 512 bytes and upon reboot displays the following ransom note",Data Destruction,T1485,manual,file,Stage1.exe
T1485,"At the time of writing, there are two known samples identified as WhisperGate: Stage1.exe and Stage2.exe. Stage1.exe purports to be ransomware, as it overwrites the target’s master boot record with 512 bytes and upon reboot displays the following ransom note",Data Destruction,T1485,manual,file,Stage2.exe
T1001,"The payload of a packet is compressed in the same way as b190911ebc6cce700f02bc90a3294fd2 does, the difference appears in the http packet template, in which the obfuscated payload is embedded",Data Obfuscation,T1001,manual,hash,b190911ebc6cce700f02bc90a3294fd2
T1025,Explosive copies itself into the USB root directory and changes the filename to ‘autorun.exe.’,Data from Removable Media,T1025,manual,file,autorun.exe
T1025,"This file is a USB file stealer which can be also guessed by its internal name ""USBgrabber.dll"".",Data from Removable Media,T1025,manual,file,USBgrabber.dll
T1025,The implant will look for files with these extensions in the removable drive and the “Recycled” folder. Any files found will be copied to its own file repository at locations C:\ProgramData\System\Recycled (from <Drive_letter>:\Recycled) and C:\ProgramData\System\Dump (from <Drive_Letter>:\*).,Data from Removable Media,T1025,manual,path,C:\ProgramData\System\Recycled
T1025,The implant will look for files with these extensions in the removable drive and the “Recycled” folder. Any files found will be copied to its own file repository at locations C:\ProgramData\System\Recycled (from <Drive_letter>:\Recycled) and C:\ProgramData\System\Dump (from <Drive_Letter>:\*).,Data from Removable Media,T1025,manual,path,C:\ProgramData\System\Dump
T1090.004,PowerShell initiated the first connection to the fronted domain lumiahelptipsmscdnqa[.]microsoft[.]com used by SMOKEDHAM.,Domain Fronting,T1090,manual,domain,lumiahelptipsmscdnqa.microsoft.com
T1090.004,Mandiant observed the fronted domain lumiahelptipsmscdnqa.microsoft[.]com and hard-coded domain max-ghoster1.azureedge[.]net used for C2 server communication.,Domain Fronting,T1090,manual,domain,lumiahelptipsmscdnqa.microsoft.com
T1090.004,Mandiant observed the fronted domain lumiahelptipsmscdnqa.microsoft[.]com and hard-coded domain max-ghoster1.azureedge[.]net used for C2 server communication.,Domain Fronting,T1090,manual,domain,max-ghoster1.azureedge.net
T1021.002,Another lateral movement technique that was used extensively in the attack involved using the Windows Admin Shares via the built-in Windows “net.exe” tool.,SMB or Windows Admin Shares,T1021,manual,file,net.exe
T1021.002,"We observed Blue Mockingbird move laterally using a combination of the Remote Desktop Protocol to access privileged systems and Windows Explorer to then distribute payloads to remote systems (T1021.001 Remote Desktop Protocol, T1021.002 SMB/Windows Admin Shares)",SMB or Windows Admin Shares,T1021,manual,mitre-attack,T1021.001
T1021.002,"We observed Blue Mockingbird move laterally using a combination of the Remote Desktop Protocol to access privileged systems and Windows Explorer to then distribute payloads to remote systems (T1021.001 Remote Desktop Protocol, T1021.002 SMB/Windows Admin Shares)",SMB or Windows Admin Shares,T1021,manual,mitre-attack,T1021.002
T1021.002,"romance.dll, responsible for spreading to other local computers via SMB",SMB or Windows Admin Shares,T1021,manual,file,romance.dll
T1021.002,"Modify firewall rules to allow incoming SMB, Netbios and RPC connections using netsh.exe on remote machines:",SMB or Windows Admin Shares,T1021,manual,file,netsh.exe
T1021.002,"The actor mostly uses WMI for lateral movement. In some cases, smbexec.py and psexec.py from the Impacket suite are used.",SMB or Windows Admin Shares,T1021,manual,domain,psexec.py
T1021.002,"The actor mostly uses WMI for lateral movement. In some cases, smbexec.py and psexec.py from the Impacket suite are used.",SMB or Windows Admin Shares,T1021,manual,domain,smbexec.py
T1552.001,"The AWS CLI stores credentials in an unencrypted file at ~/.aws/credentials, and additional configuration details in a file at ~/.aws/config.",Credentials In Files,T1552,manual,path,~/.aws
T1552.001,"But the group soon released a newer variant that expanded the search to other users, with the end goal of gaining access to any credentials placed by customers in ~/.aws/credentials.",Credentials In Files,T1552,manual,path,~/.aws
T1190,"The actors have used identified account credentials in conjunction with exploiting publicly known vulnerabilities, such as exploiting Microsoft Exchange servers using CVE 2020-0688 and CVE 2020-17144, for remote code execution and further access to target networks.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-17144
T1190,"The actors have used identified account credentials in conjunction with exploiting publicly known vulnerabilities, such as exploiting Microsoft Exchange servers using CVE 2020-0688 and CVE 2020-17144, for remote code execution and further access to target networks.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-0688
T1190,"The actors used a variety of public exploits, including CVE 2020-0688 and CVE 2020-17144 to gain privileged remote code execution on vulnerable Microsoft Exchange servers",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-17144
T1190,"The actors used a variety of public exploits, including CVE 2020-0688 and CVE 2020-17144 to gain privileged remote code execution on vulnerable Microsoft Exchange servers",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-0688
T1190,"Starting on January 20, 2020, APT41 used the IP address 66.42.98[.]220 to attempt exploits of Citrix Application Delivery Controller (ADC) and Citrix Gateway devices with CVE-2019-19781 (published December 17, 2019).",Exploit Public-Facing Application,T1190,manual,ip-address,66.42.98.220
T1190,"Starting on January 20, 2020, APT41 used the IP address 66.42.98[.]220 to attempt exploits of Citrix Application Delivery Controller (ADC) and Citrix Gateway devices with CVE-2019-19781 (published December 17, 2019).",Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-19781
T1190,"On March 5, 2020, researcher Steven Seeley, published an advisory and released proof-of-concept code for a zero-day remote code execution vulnerability in Zoho ManageEngine Desktop Central versions prior to 10.0.474 (CVE-2020-10189).",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-10189
T1190,"FireEye observed APT41 use 91.208.184[.]78 to attempt to exploit the Zoho ManageEngine vulnerability at more than a dozen FireEye customers, which resulted in the compromise of at least five separate customers.",Exploit Public-Facing Application,T1190,manual,ip-address,91.208.184.78
T1190,"We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2012-1889
T1190,"We have also observed them using SQL injection as part of their attacks, and exploits based on  CVE-2012-1889  and CVE-2013-3893.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2013-3893
T1190,"In one specific instance, we observed the operators exploit an F5 BIP-IP vulnerability (CVE-2020-5902) to drop a Linux backdoor.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-5902
T1190,"PLEAD also uses CVE-2017-7269, a buffer overflow vulnerability Microsoft Internet Information Services (IIS) 6.0 to compromise the victim’s server. ",Exploit Public-Facing Application,T1190,manual,cve,CVE-2017-7269
T1190,"In at least two incident response (IR) engagements, Blue Mockingbird has exploited public-facing web applications (T1190: Exploit Public-Facing Application) that implemented Telerik UI for ASP.NET AJAX.",Exploit Public-Facing Application,T1190,manual,domain,asp.net
T1190,"In at least two incident response (IR) engagements, Blue Mockingbird has exploited public-facing web applications (T1190: Exploit Public-Facing Application) that implemented Telerik UI for ASP.NET AJAX.",Exploit Public-Facing Application,T1190,manual,mitre-attack,T1190
T1190,This actor continues to exploit a Citrix Directory Traversal Bug (CVE-2019-19781) and a Microsoft Exchange remote code execution flaw (CVE-2020-0688).,Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-0688
T1190,This actor continues to exploit a Citrix Directory Traversal Bug (CVE-2019-19781) and a Microsoft Exchange remote code execution flaw (CVE-2020-0688).,Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-19781
T1190,"The threat actor primarily gained initial access by compromising a Citrix NetScaler remote access server using a publicly available exploit for CVE-2019-19781. The threat actor also exploited CVE-2019-11510, CVE-2019-11539, and CVE-2020-5902.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-11510
T1190,"The threat actor primarily gained initial access by compromising a Citrix NetScaler remote access server using a publicly available exploit for CVE-2019-19781. The threat actor also exploited CVE-2019-11510, CVE-2019-11539, and CVE-2020-5902.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-5902
T1190,"The threat actor primarily gained initial access by compromising a Citrix NetScaler remote access server using a publicly available exploit for CVE-2019-19781. The threat actor also exploited CVE-2019-11510, CVE-2019-11539, and CVE-2020-5902.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-11539
T1190,"The threat actor primarily gained initial access by compromising a Citrix NetScaler remote access server using a publicly available exploit for CVE-2019-19781. The threat actor also exploited CVE-2019-11510, CVE-2019-11539, and CVE-2020-5902.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-19781
T1190,"The initial indicator of the attack was a malicious web shell that was detected on an IIS server, coming out of the w3wp.exe process. ",Exploit Public-Facing Application,T1190,manual,file,w3wp.exe
T1190,"The vulnerabilities recently being exploited were CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065, all of which were addressed in today’s Microsoft Security Response Center (MSRC) release – Multiple Security Updates Released for Exchange Server.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-26855
T1190,"The vulnerabilities recently being exploited were CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065, all of which were addressed in today’s Microsoft Security Response Center (MSRC) release – Multiple Security Updates Released for Exchange Server.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-26858
T1190,"The vulnerabilities recently being exploited were CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065, all of which were addressed in today’s Microsoft Security Response Center (MSRC) release – Multiple Security Updates Released for Exchange Server.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-26857
T1190,"The vulnerabilities recently being exploited were CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065, all of which were addressed in today’s Microsoft Security Response Center (MSRC) release – Multiple Security Updates Released for Exchange Server.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-27065
T1190,CVE-2021-26855 is a server-side request forgery (SSRF) vulnerability in Exchange which allowed the attacker to send arbitrary HTTP requests and authenticate as the Exchange server.,Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-26855
T1190,"Through its analysis of system memory, Volexity determined the attacker was exploiting a zero-day server-side request forgery (SSRF) vulnerability in Microsoft Exchange (CVE-2021-26855). ",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-26855
T1190,"To exploit the Log4j vulnerability (CVE-2021-44228), the attackers chose one of the publicly available open-source JNDI Exploit Kits, since removed from GitHub due to its enormous popularity following the vulnerability emergence.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2021-44228
T1190,APT group recently exploiting the Microsoft Netlogon elevation of privilege vulnerability (CVE-2020-1472) and the Microsoft Exchange memory corruption vulnerability (CVE-2020-0688).,Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-0688
T1190,APT group recently exploiting the Microsoft Netlogon elevation of privilege vulnerability (CVE-2020-1472) and the Microsoft Exchange memory corruption vulnerability (CVE-2020-0688).,Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-1472
T1190,"Although we first observed this actor exploiting vulnerabilities in Apache Struts, we've also observed what we believe to the same individual exploiting an Oracle WebLogic server vulnerability (CVE-2017-10271), and also exploiting CVE-2017-3066, a critical Java deserialization vulnerability in the Adobe ColdFusion platform.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2017-3066
T1190,"Although we first observed this actor exploiting vulnerabilities in Apache Struts, we've also observed what we believe to the same individual exploiting an Oracle WebLogic server vulnerability (CVE-2017-10271), and also exploiting CVE-2017-3066, a critical Java deserialization vulnerability in the Adobe ColdFusion platform.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2017-10271
T1190,"For example, by exploiting Oracle WebLogic vulnerability CVE-2017-10271 in Linux ",Exploit Public-Facing Application,T1190,manual,cve,CVE-2017-10271
T1190,Exploitation of the CVE-2019-0604 vulnerability in Sharepoint,Exploit Public-Facing Application,T1190,manual,cve,CVE-2019-0604
T1190,"However, traces of the exploitation of the Microsoft Exchange vulnerability CVE-2020-0688 were found.",Exploit Public-Facing Application,T1190,manual,cve,CVE-2020-0688
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,sqlservr.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,sqlmangr.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,RAgui.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,QBCFMonitorService.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,supervise.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,fdhost.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,Culture.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,RTVscan.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,Defwatch.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,wxServerView.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,sqlbrowser.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,winword.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,GDscan.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,QBW32.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,QBDBMgr.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,qbupdate.exe
T1562.001,"The sample attempts to stop the following services: sqlservr.exe, sqlmangr.exe, RAgui.exe, QBCFMonitorService.exe, supervise.exe, fdhost.exe, Culture.exe, RTVscan.exe, Defwatch.exe, wxServerView.exe, sqlbrowser.exe, winword.exe, GDscan.exe, QBW32.exe, QBDBMgr.exe, qbupdate.exe,axlbridge.exe, 360se.exe, 360doctor.exe, QBIDPService.exe, wxServer.exe, httpd.exe, fdlauncher.exe, MsDtSrvr.exe, tomcat6.exe, java.exe, wdswfsafe.exe.",Disable or Modify Tools,T1562,manual,file,axlbridge.exe
